name,code,ngram,cui,term,semtype
Numbness,10029829,Numbness,C0020580,Numbness,{'T033'}
Numbness in face,10029836,Numbness,C0020580,Numbness,{'T033'}
Numbness in face,10029836,face,C0015450,face,{'T029'}
Numbness in feet,10049800,Numbness,C0020580,Numbness,{'T033'}
Numbness in feet,10049800,feet,C0016504,feet,{'T023'}
Numbness in fingers,10029837,Numbness,C0020580,Numbness,{'T033'}
Numbness in fingers,10029837,fingers,C0016129,fingers,{'T023'}
Numbness in hand,10049681,Numbness,C0020580,Numbness,{'T033'}
Numbness in hand,10049681,hand,C0018563,hand,{'T023'}
Numbness in leg,10029839,Numbness,C0020580,Numbness,{'T033'}
Numbness in leg,10029839,leg,C1140621,leg,{'T023'}
Numbness in toes,10049799,Numbness,C0020580,Numbness,{'T033'}
Numbness in toes,10049799,toes,C0040357,toes,{'T023'}
Numbness lips,10049354,Numbness,C0020580,Numbness,{'T033'}
Numbness lips,10049354,lips,C0023759,lips,{'T023'}
Numbness of limbs,10029847,Numbness,C0020580,Numbness,{'T033'}
Numbness of limbs,10029847,limbs,C0015385,limbs,{'T023'}
Numbness of tongue,10029852,Numbness,C0020580,Numbness,{'T033'}
Numbness of tongue,10029852,tongue,C0040408,tongue,{'T023'}
Obesity,10029883,Obesity,C0028754,Obesity,{'T047'}
Obsessive thoughts,10029897,Obsessive thoughts,C0679048,Obsessive thoughts,{'T048'}
Obsessive-compulsive disorder,10029898,Obsessive-compulsive disorder,C0028768,Obsessive-compulsive disorder,{'T048'}
Oesophageal ulcer,10030201,ulcer,C0041582,ulcer,{'T046'}
Oesophagitis,10030216,Oesophagitis,C0014868,Oesophagitis,{'T047'}
Oily hair,10072816,hair,C0018494,hair,{'T023'}
Open wound,10058834,Open wound,C0332798,Open wound,{'T037'}
Oral discomfort,10030973,discomfort,C2364135,discomfort,{'T184'}
Oral fungal infection,10061324,fungal infection,C0026946,fungal infection,{'T047'}
Oral infection,10048685,infection,C0009450,infection,{'T047'}
Oral thrush,10031026,Oral thrush,C0006849,Oral thrush,{'T047'}
Osteoarthritis,10031161,Osteoarthritis,C0029408,Osteoarthritis,{'T047'}
Ovarian cancer,10033128,Ovarian cancer,C1140680,Ovarian cancer,{'T191'}
Ovarian cyst,10033132,Ovarian cyst,C0029927,Ovarian cyst,{'T047'}
Ovarian pain,10033275,Ovarian,C0205065,Ovarian,{'T023'}
Ovarian pain,10033275,pain,C0030193,pain,{'T184'}
Overdose,10033295,Overdose,C0029944,Overdose,{'T037'}
Overweight,10033307,Overweight,C0497406,Overweight,{'T033'}
Pain,10033371,Pain,C0030193,Pain,{'T184'}
Pain burning,10033386,burning,C0085624,burning,{'T184'}
Pain burning,10033386,Pain,C0030193,Pain,{'T184'}
Pain in ankle,10033420,ankle,C0003086,ankle,{'T029'}
Pain in ankle,10033420,Pain,C0030193,Pain,{'T184'}
Pain in arm,10033421,Pain,C0030193,Pain,{'T184'}
Pain in arm,10033421,arm,C0446516,arm,{'T029'}
Pain in calf,10033422,Pain,C0030193,Pain,{'T184'}
Pain in calf,10033422,calf,C0230445,calf,{'T029'}
Pain in elbow,10033424,elbow,C0013769,elbow,{'T029'}
Pain in elbow,10033424,Pain,C0030193,Pain,{'T184'}
Pain in face,10033427,Pain,C0030193,Pain,{'T184'}
Pain in face,10033427,face,C0015450,face,{'T029'}
Pain in fingers,10033428,fingers,C0016129,fingers,{'T023'}
Pain in fingers,10033428,Pain,C0030193,Pain,{'T184'}
Pain in foot,10033429,Pain,C0030193,Pain,{'T184'}
Pain in foot,10033429,foot,C0016504,foot,{'T023'}
Pain in hand,10033430,Pain,C0030193,Pain,{'T184'}
Pain in hand,10033430,hand,C0018563,hand,{'T023'}
Pain in heel,10033431,Pain,C0030193,Pain,{'T184'}
Pain in heel,10033431,heel,C0018870,heel,{'T023'}
Pain in hip,10033432,Pain,C0030193,Pain,{'T184'}
Pain in hip,10033432,hip,C0019552,hip,{'T023'}
Pain in jaw,10033433,Pain,C0030193,Pain,{'T184'}
Pain in jaw,10033433,jaw,C0022359,jaw,{'T023'}
Pain in leg,10033446,Pain,C0030193,Pain,{'T184'}
Pain in leg,10033446,leg,C1140621,leg,{'T023'}
Pain in limb,10033447,Pain in limb,C0030196,Pain in limb,{'T184'}
Pain in spine,10052060,spine,C0037949,spine,{'T023'}
Pain in spine,10052060,Pain,C0030193,Pain,{'T184'}
Pain in thigh,10048973,thigh,C0039866,thigh,{'T029'}
Pain in thigh,10048973,Pain,C0030193,Pain,{'T184'}
Pain in toe,10033452,Pain,C0030193,Pain,{'T184'}
Pain in toe,10033452,toe,C0040357,toe,{'T023'}
Pain of skin,10033474,Pain of skin,C0241136,Pain of skin,{'T184'}
Painful defaecation,10055664,defaecation,C0011135,defaecation,{'T040'}
Painful defaecation,10055664,Painful,C0030193,Painful,{'T184'}
Painful defecation,10054833,defecation,C0011135,defecation,{'T040'}
Painful defecation,10054833,Painful,C0030193,Painful,{'T184'}
Painful erection,10056303,Painful erection,C0233973,Painful erection,{'T184'}
Painful intercourse,10033510,Painful intercourse,C0423742,Painful intercourse,{'T033'}
Painful periods,10033514,Painful,C0030193,Painful,{'T184'}
Painful periods,10033514,periods,C0025344,periods,{'T040'}
Painful urination,10033521,Painful urination,C0013428,Painful urination,{'T184'}
Pains in legs,10033522,legs,C1140621,legs,{'T023'}
Pale skin,10033533,Pale skin,C0241137,Pale skin,{'T033'}
Palpitations,10033557,Palpitations,C0030252,Palpitations,{'T033'}
Pancreas cancer,10033575,Pancreas cancer,C0346647,Pancreas cancer,{'T191'}
Pancreatitis,10033645,Pancreatitis,C0030305,Pancreatitis,{'T047'}
Panic attack,10033664,Panic attack,C0086769,Panic attack,{'T048'}
Panic attacks,10033665,Panic attacks,C0086769,Panic attacks,{'T048'}
Paralysis,10033799,Paralysis,C0522224,Paralysis,{'T033'}
Paralysis one side of body,10033826,Paralysis,C0522224,Paralysis,{'T033'}
Paranoia,10033864,Paranoia,C1456784,Paranoia,{'T048'}
Parkinson's disease,10061536,Parkinson's disease,C0030567,Parkinson's disease,{'T047'}
Partial seizures,10061334,Partial seizures,C0751495,Partial seizures,{'T047'}
Passed out,10034100,Passed,C2828386,Passed,{'T033'}
Peeling mouth,10049316,Peeling,C0520893,Peeling,{'T046'}
Peeling of hands & feet on soles,10034219,Peeling,C0520893,Peeling,{'T046'}
Peeling of hands & feet on soles,10034219,hands,C0018563,hands,{'T023'}
Peeling of hands & feet on soles,10034219,soles,C0230463,soles,{'T029'}
Peeling of hands & feet on soles,10034219,feet,C0016504,feet,{'T023'}
Pelvic fracture,10061161,Pelvic fracture,C0149531,Pelvic fracture,{'T037'}
Pelvic pain,10034263,Pelvic pain,C0030794,Pelvic pain,{'T184'}
Penile pain,10034310,Penile pain,C0497481,Penile pain,{'T184'}
Penile swelling,10034319,Penile swelling,C1282799,Penile swelling,{'T184'}
Peptic ulcer,10034341,Peptic ulcer,C0030920,Peptic ulcer,{'T047'}
Period pains,10034532,Period,C0025344,Period,{'T040'}
Period pains,10034532,pains,C0030193,pains,{'T184'}
Periodontal disease,10034536,Periodontal disease,C0031090,Periodontal disease,{'T047'}
Persistent vomiting,10034716,Persistent vomiting,C0152165,Persistent vomiting,{'T184'}
Personality change,10034719,Personality change,C0240735,Personality change,{'T048'}
Perspiration excessive,10034734,Perspiration,C0038984,Perspiration,{'T031'}
Pharmaceutical product complaint,10051327,Pharmaceutical,C1553890,Pharmaceutical,{'T058'}
Pharmaceutical product complaint,10051327,complaint,C0277786,complaint,{'T033'}
Phlebitis,10034879,Phlebitis,C0031542,Phlebitis,{'T046'}
Phlegm,10059004,Phlegm,C0225378,Phlegm,{'T031'}
Photophobia,10034960,Photophobia,C0085636,Photophobia,{'T184'}
Pimples,10035049,Pimples,C0542346,Pimples,{'T046'}
Pin-point pupils,10035051,pupils,C0034121,pupils,{'T023'}
Pin-point pupils,10035051,Pin,C1168556,Pin,{'T074'}
Pins and needles,10035067,Pins and needles,C0423572,Pins and needles,{'T184'}
Plantar fasciitis,10035155,Plantar fasciitis,C0149756,Plantar fasciitis,{'T047'}
Pneumonia,10035664,Pneumonia,C0032285,Pneumonia,{'T047'}
Poisoning,10061355,Poisoning,C0032343,Poisoning,{'T037'}
Poor concentration,10036149,Poor concentration,C0233417,Poor concentration,{'T033'}
Poor peripheral circulation,10036155,Poor peripheral circulation,C0520547,Poor peripheral circulation,{'T046'}
Poor sleep,10036160,sleep,C0037313,sleep,{'T040'}
Poor sleep,10036160,Poor,C1547310,Poor,{'T170'}
Poor vision,10036163,Poor vision,C0042798,Poor vision,{'T047'}
Post-traumatic stress disorder,10036316,Post-traumatic stress disorder,C0038436,Post-traumatic stress disorder,{'T048'}
Postmenopausal bleeding,10036399,Postmenopausal bleeding,C0032776,Postmenopausal bleeding,{'T046'}
Pounding in head,10036464,head,C0018670,head,{'T029'}
Pounding in head,10036464,Pounding,C1293120,sounding,{'T059'}
Pre-eclampsia,10036485,Pre-eclampsia,C0032914,Pre-eclampsia,{'T046'}
Premature baby,10036590,Premature,C0151526,Premature,{'T046'}
Premature delivery,10036595,Premature delivery,C0151526,Premature delivery,{'T046'}
Premature labour,10036600,Premature,C0151526,Premature,{'T046'}
Premature labour,10036600,labour,C0022864,labour,{'T040'}
Premature rupture of membranes,10036603,Premature rupture of membranes,C0015944,Premature rupture of membranes,{'T046'}
Premenstrual syndrome,10036618,Premenstrual syndrome,C0033046,Premenstrual syndrome,{'T047'}
Pressure sore,10036651,Pressure,C0460139,Pressure,{'T033'}
Pressure sore,10036651,sore,C0234233,sore,{'T184'}
Pricking skin sensation,10036665,sensation,C0542538,sensation,{'T033'}
Pricking skin sensation,10036665,Pricking,C0439821,pricking,{'T033'}
Prickly heat,10036667,Prickly heat,C0162423,Prickly heat,{'T047'}
Product complaint,10069902,complaint,C0277786,complaint,{'T033'}
Product complaint,10069902,Product,C1172837,Product R,{'T116'}
Product complaint,10069902,Product,C1172837,Product R,{'T121'}
Product complaint,10069902,Product,C1172837,Product R,{'T114'}
Product difficult to swallow,10075696,difficult,C0332218,difficult,{'T033'}
Product difficult to swallow,10075696,swallow,C0740170,swallows,{'T033'}
Product difficult to swallow,10075696,Product,C1172837,Product R,{'T116'}
Product difficult to swallow,10075696,Product,C1172837,Product R,{'T121'}
Product difficult to swallow,10075696,Product,C1172837,Product R,{'T114'}
Product label issue,10069289,label,C1705425,label,{'T170'}
Product label issue,10069289,issue,C1547928,Tissue,{'T170'}
Product label issue,10069289,Product,C1172837,Product R,{'T116'}
Product label issue,10069289,Product,C1172837,Product R,{'T121'}
Product label issue,10069289,Product,C1172837,Product R,{'T114'}
Product odour abnormal,10069226,abnormal,C0205161,abnormal,{'T033'}
Product odour abnormal,10069226,Product,C1172837,Product R,{'T116'}
Product odour abnormal,10069226,Product,C1172837,Product R,{'T121'}
Product odour abnormal,10069226,Product,C1172837,Product R,{'T114'}
Product packaging issue,10069405,packaging,C0013194,packaging,{'T074'}
Product packaging issue,10069405,issue,C1547928,Tissue,{'T170'}
Product packaging issue,10069405,Product,C1172837,Product R,{'T116'}
Product packaging issue,10069405,Product,C1172837,Product R,{'T121'}
Product packaging issue,10069405,Product,C1172837,Product R,{'T114'}
Product physical issue,10071134,issue,C1547928,Tissue,{'T170'}
Product physical issue,10071134,physical,C0031809,Physical,{'T058'}
Product physical issue,10071134,Product,C1172837,Product R,{'T116'}
Product physical issue,10071134,Product,C1172837,Product R,{'T121'}
Product physical issue,10071134,Product,C1172837,Product R,{'T114'}
Product quality issue,10069327,issue,C1547928,Tissue,{'T170'}
Product quality issue,10069327,Product,C1172837,Product R,{'T116'}
Product quality issue,10069327,Product,C1172837,Product R,{'T121'}
Product quality issue,10069327,Product,C1172837,Product R,{'T114'}
Product taste abnormal,10069227,abnormal,C0205161,abnormal,{'T033'}
Product taste abnormal,10069227,Product,C1172837,Product R,{'T116'}
Product taste abnormal,10069227,Product,C1172837,Product R,{'T121'}
Product taste abnormal,10069227,Product,C1172837,Product R,{'T114'}
Prostate cancer,10060862,Prostate cancer,C0376358,Prostate cancer,{'T191'}
Prostate cancer metastatic,10036909,cancer metastatic,C0346957,cancer metastatic,{'T191'}
Prostate cancer metastatic,10036909,Prostate,C0033572,Prostate,{'T023'}
Psoriasis,10037153,Psoriasis,C0033860,Psoriasis,{'T047'}
Psoriatic arthritis,10037160,Psoriatic arthritis,C0003872,Psoriatic arthritis,{'T047'}
Psychotic,10037248,Psychotic,C0687131,Psychoticism,{'T048'}
Pulmonary embolism,10037377,Pulmonary embolism,C0034065,Pulmonary embolism,{'T046'}
Pulse rapid,10037484,Pulse,C0034107,Pulse,{'T058'}
Pulse weak,10037494,Pulse,C0034107,Pulse,{'T058'}
Pulse weak,10037494,weak,C3714552,weak,{'T184'}
Pustule,10037578,Pustule,C0241157,Pustule,{'T033'}
Racing thoughts,10067192,Racing thoughts,C0554978,Racing thoughts,{'T048'}
Rage,10037804,Rage,C0034634,Rage,{'T041'}
Rash,10037844,Rash,C0015230,Rash,{'T184'}
Rash all over,10037848,Rash,C0015230,Rash,{'T184'}
Rash both legs,10037851,Rash,C0015230,Rash,{'T184'}
Rash both legs,10037851,legs,C1140621,legs,{'T023'}
Rash on face,10037873,Rash,C0015230,Rash,{'T184'}
Rash on face,10037873,face,C0015450,face,{'T029'}
Rash over arms,10037875,Rash,C0015230,Rash,{'T184'}
Rash over arms,10037875,arms,C0446516,arms,{'T029'}
Rash scaly,10037889,Rash,C0015230,Rash,{'T184'}
Rash trunk,10059872,trunk,C0460005,trunk,{'T029'}
Rash trunk,10059872,Rash,C0015230,Rash,{'T184'}
Reading disorder,10037999,disorder,C0012634,disorder,{'T047'}
Reading disorder,10037999,Reading,C4284139,Reading,{'T170'}
Rectal bleeding,10038035,Rectal bleeding,C0018932,Rectal bleeding,{'T047'}
Rectal pain,10038072,Rectal pain,C0034886,Rectal pain,{'T184'}
Rectal prolapse,10038077,Rectal prolapse,C0034888,Rectal prolapse,{'T047'}
Recurrent cancer,10038111,cancer,C0006826,cancer,{'T191'}
Red blotches,10038183,Red blotches,C0857199,red blotches,{'T184'}
Red face,10038190,Red face,C0239488,Red face,{'T033'}
Red throat,10038196,throat,C0031354,throat,{'T023'}
Redness,10038198,Redness,C0041834,Redness,{'T047'}
Redness of eyelid,10038204,Redness,C0041834,Redness,{'T047'}
Redness of eyelid,10038204,eyelid,C0015426,eyelid,{'T023'}
Redness of legs,10038207,Redness,C0041834,Redness,{'T047'}
Redness of legs,10038207,legs,C1140621,legs,{'T023'}
Reduced dexterity,10067727,dexterity,C0565699,dexterity,{'T033'}
Regurgitation,10067171,Regurgitation,C2004489,Regurgitation,{'T184'}
Regurgitation of food,10038288,Regurgitation,C2004489,Regurgitation,{'T184'}
Regurgitation of food,10038288,food,C3540798,food,{'T121'}
Regurgitation of food,10038288,food,C3540798,food,{'T129'}
Respiratory distress,10038687,Respiratory distress,C0476273,Respiratory distress,{'T184'}
Respiratory failure,10038695,Respiratory failure,C1145670,Respiratory failure,{'T047'}
Respiratory tract congestion,10052251,Respiratory tract,C0282335,Respiratory tract,{'T023'}
Respiratory tract congestion,10052251,congestion,C0700148,congestion,{'T046'}
Respiratory tract infection,10062352,Respiratory tract infection,C0035243,Respiratory tract infection,{'T047'}
Restless,10038740,Restless,C3887611,Restless,{'T184'}
Restless legs,10038742,Restless legs,C0035258,Restless legs,{'T047'}
Restlessness,10038743,Restlessness,C3887611,Restlessness,{'T184'}
Retching,10038776,Retching,C0232602,Retching,{'T184'}
Retinal bleeding,10051304,Retinal bleeding,C0035317,Retinal bleeding,{'T047'}
Retinal tear,10038897,Retinal tear,C0035321,Retinal tear,{'T047'}
Rheumatism,10039070,Rheumatism,C0009326,Rheumatism,{'T047'}
Rheumatoid arthritis,10039073,Rheumatoid arthritis,C0003873,Rheumatoid arthritis,{'T047'}
Rib fracture,10039117,fracture,C0016658,fracture,{'T037'}
Rib fracture,10039117,Rib,C0035561,Rib,{'T023'}
Rib pain,10048722,Rib pain,C0574068,Rib pain,{'T184'}
Rigors,10039177,Rigors,C0424790,Rigors,{'T184'}
Ringing in ears,10039183,Ringing in ears,C0040264,Ringing in ears,{'T047'}
Rosacea,10039218,Rosacea,C0035854,Rosacea,{'T047'}
Rotator cuff injury,10039226,Rotator cuff injury,C4554414,Rotator cuff injury,{'T033'}
Runny nose,10039296,nose,C0028429,nose,{'T023'}
Saliva altered,10039379,Saliva,C0036087,Saliva,{'T031'}
Saliva increased,10039381,Saliva,C0036087,Saliva,{'T031'}
Saliva increased,10039381,increased,C0151576,increased ck,{'T033'}
Scalp tenderness,10039521,Scalp tenderness,C0151206,Scalp tenderness,{'T184'}
Schizophrenia,10039626,Schizophrenia,C0036341,Schizophrenia,{'T048'}
Sciatica,10039674,Sciatica,C0036396,Sciatica,{'T184'}
Scrotal pain,10039757,Scrotal pain,C0236078,Scrotal pain,{'T184'}
Seasonal allergy,10048908,Seasonal allergy,C0018621,Seasonal allergy,{'T047'}
Seizure,10039906,Seizure,C0036572,Seizure,{'T184'}
Self esteem decreased,10050280,decreased,C0442797,decreased,{'T033'}
Self esteem decreased,10050280,Self esteem,C0036597,self esteem,{'T041'}
Sensation of pressure in ear,10040004,pressure,C0460139,pressure,{'T033'}
Sensation of pressure in ear,10040004,ear,C0013443,ear,{'T023'}
Sensation of pressure in ear,10040004,Sensation,C0542538,sensation,{'T033'}
Sensation of pressure in eye,10058811,pressure in eye,C0430888,pressure in eye,{'T060'}
Sensation of pressure in eye,10058811,Sensation,C0542538,sensation,{'T033'}
Sensitive mouth,10049308,Sensitive mouth,C0877667,Sensitive mouth,{'T184'}
Sensitive tongue,10049370,Sensitive,C0020517,Sensitive,{'T046'}
Sensitive tongue,10049370,tongue,C0040408,tongue,{'T023'}
Sensitivity of teeth,10040012,Sensitivity,C0020517,Sensitivity,{'T046'}
Sensitivity of teeth,10040012,teeth,C0040426,teeth,{'T023'}
Sepsis,10040047,Sepsis,C0036690,Sepsis,{'T047'}
Sexual desire decreased,10059272,decreased,C0442797,decreased,{'T033'}
Sexual desire decreased,10059272,desire,C0871633,desire,{'T041'}
Sexual problem,10040486,problem,C0033213,problem,{'T033'}
Shaking,10040528,Shaking,C0040822,Shaking,{'T184'}
Shaking of hands,10040530,Shaking of hands,C0857072,Shaking of hands,{'T184'}
Shallow breathing,10040533,Shallow breathing,C0221161,Shallow breathing,{'T184'}
Shingles,10040555,Shingles,C0019360,Shingles,{'T047'}
Shivering,10040558,Shivering,C0036973,Shivering,{'T033'}
Shooting pain,10050007,Shooting pain,C0278146,Shooting pain,{'T184'}
Short-sighted,10040601,Short-sighted,C0027092,short-sighted,{'T047'}
Shoulder blade pain,10040610,Shoulder blade,C0036277,Shoulder blade,{'T023'}
Shoulder blade pain,10040610,pain,C0030193,pain,{'T184'}
Shoulder pain,10040617,Shoulder pain,C0037011,Shoulder pain,{'T184'}
Sickness,10040658,Sickness,C0221423,Sickness,{'T184'}
Sinus congestion,10040742,congestion,C0700148,congestion,{'T046'}
Sinus headache,10040744,headache,C0018681,headache,{'T184'}
Sinus infection,10040745,Sinus infection,C0037199,Sinus infection,{'T047'}
Sinus pain,10040747,Sinus pain,C0522251,Sinus pain,{'T184'}
Sinusitis,10040753,Sinusitis,C0037199,Sinusitis,{'T047'}
Skin abrasion,10064990,abrasion,C0043242,abrasion,{'T037'}
Skin abrasion,10064990,Skin,C0444099,Skin,{'T031'}
Skin bleeding,10058677,bleeding,C0019080,bleeding,{'T046'}
Skin bleeding,10058677,Skin,C0444099,Skin,{'T031'}
Skin burning sensation,10054786,burning sensation,C0085624,burning sensation,{'T184'}
Skin burning sensation,10054786,Skin,C0444099,Skin,{'T031'}
Skin callus,10057981,Skin,C0444099,Skin,{'T031'}
Skin cancer,10040808,Skin cancer,C0007114,Skin cancer,{'T191'}
Skin depigmentation,10040825,depigmentation,C0162835,depigmentation,{'T047'}
Skin depigmentation,10040825,Skin,C0444099,Skin,{'T031'}
Skin discoloration,10040828,discoloration,C0332572,discoloration,{'T033'}
Skin discoloration,10040828,Skin,C0444099,Skin,{'T031'}
Skin discolouration,10040829,discolouration,C0332572,discolouration,{'T033'}
Skin discolouration,10040829,Skin,C0444099,Skin,{'T031'}
Skin discomfort,10040830,discomfort,C2364135,discomfort,{'T184'}
Skin discomfort,10040830,Skin,C0444099,Skin,{'T031'}
Skin greasy,10040858,Skin,C0444099,Skin,{'T031'}
Skin hyperpigmentation,10040865,Skin hyperpigmentation,C0162834,Skin hyperpigmentation,{'T046'}
Skin infection,10040872,Skin infection,C0007642,Skin infection,{'T046'}
Skin inflammation,10062249,Skin inflammation,C3875321,Skin inflammation,{'T047'}
Skin injury,10061364,injury,C3263723,injury,{'T037'}
Skin injury,10061364,Skin,C0444099,Skin,{'T031'}
Skin irritation,10040880,Skin,C0444099,Skin,{'T031'}
Skin irritation,10040880,irritation,C1706307,Irritation,{'T033'}
Skin laceration,10058818,Skin laceration,C0558401,Skin laceration,{'T037'}
Skin peeling,10040908,peeling,C0237849,peeling,{'T033'}
Skin peeling,10040908,Skin,C0444099,Skin,{'T031'}
Skin pigmentation,10040910,Skin pigmentation,C1269684,Skin pigmentation,{'T033'}
Skin rash,10040913,Skin rash,C0015230,Skin rash,{'T184'}
Skin red,10040916,Skin,C0444099,Skin,{'T031'}
Skin scaly,10040920,Skin,C0444099,Skin,{'T031'}
Skin swelling,10053262,swelling,C0038999,swelling,{'T033'}
Skin swelling,10053262,Skin,C0444099,Skin,{'T031'}
Skin thinness,10040937,thinness,C0039870,thinness,{'T033'}
Skin thinness,10040937,Skin,C0444099,Skin,{'T031'}
Skin tightness,10050637,Skin tightness,C0241166,Skin tightness,{'T033'}
Skin ulcer,10040943,Skin ulcer,C0037299,Skin ulcer,{'T047'}
Skin warm,10040952,Skin,C0444099,Skin,{'T031'}
Skin wrinkling,10040954,wrinkling,C0037301,wrinkling,{'T033'}
Skin wrinkling,10040954,Skin,C0444099,Skin,{'T031'}
Skull fracture,10061365,fracture,C0016658,fracture,{'T037'}
Skull fracture,10061365,Skull,C0037303,Skull,{'T023'}
Sleep apnea,10040975,Sleep apnea,C0037315,Sleep apnea,{'T047'}
Sleep apnoea,10040977,Sleep apnoea,C0037315,Sleep apnoea,{'T047'}
Sleep disturbed,10040999,Sleep,C0037313,Sleep,{'T040'}
Sleep excessive,10041000,Sleep,C0037313,Sleep,{'T040'}
Sleep restless,10041007,restless,C0085631,restless,{'T184'}
Sleep restless,10041007,Sleep,C0037313,Sleep,{'T040'}
Sleep talking,10041009,Sleep,C0037313,Sleep,{'T040'}
Sleep talking,10041009,talking,C0935572,Stalking,{'T048'}
Sleep walking,10041012,Sleep walking,C0037672,Sleep walking,{'T047'}
Sleepiness,10041014,Sleepiness,C0013144,Sleepiness,{'T033'}
Sleeplessness,10041017,Sleeplessness,C0917801,Sleeplessness,{'T184'}
Sleepy,10041018,Sleepy,C0013144,Sleepy,{'T033'}
Slow speech,10071299,Slow speech,C1859270,Slow speech,{'T033'}
Slowed thinking,10041049,thinking,C0039869,thinking,{'T041'}
Sluggishness,10041052,Sluggishness,C0920289,Sluggishness,{'T184'}
Slurred speech,10041053,Slurred speech,C0234518,Slurred speech,{'T033'}
Sneezing,10041232,Sneezing,C0037383,Sneezing,{'T184'}
Snoring,10041235,Snoring,C0037384,Snoring,{'T184'}
Soft stools,10048838,stools,C0015733,stools,{'T031'}
Sore gums,10041359,Sore gums,C0239739,sore gums,{'T184'}
Sore mouth,10041362,Sore mouth,C1579838,Sore mouth,{'T184'}
Sore throat,10041367,Sore throat,C0242429,Sore throat,{'T184'}
Sore tongue,10041369,tongue,C0040408,tongue,{'T023'}
Sound sensitivity increased,10070539,Sound sensitivity,C3843207,Sound sensitivity,{'T033'}
Sound sensitivity increased,10070539,increased,C0151576,increased ck,{'T033'}
Spasm eyelid,10041384,eyelid,C0015426,eyelid,{'T023'}
Spasm eyelid,10041384,Spasm,C0026821,Spasm,{'T184'}
Speech loss,10041470,Speech,C0037817,Speech,{'T040'}
Spider vein,10062696,vein,C0042449,vein,{'T023'}
Spinal cord injury,10041552,Spinal cord injury,C0037929,Spinal cord injury,{'T037'}
Spinal fracture,10041569,Spinal fracture,C0080179,Spinal fracture,{'T037'}
Spinning sensation,10041619,sensation,C0542538,sensation,{'T033'}
Spinning sensation,10041619,Spinning,C0021885,pinning,{'T061'}
Spleen enlarged,10041637,Spleen,C0037993,Spleen,{'T023'}
Spleen enlarged,10041637,enlarged,C1293134,Enlarged,{'T061'}
Spots before eyes,10041741,eyes,C0015392,eyes,{'T023'}
Spotting between menses,10041744,Spotting,C0025874,Spotting,{'T046'}
Spotting between menses,10041744,menses,C0025344,menses,{'T040'}
Spotting menstrual,10041745,menstrual,C0025344,menstrual,{'T040'}
Spotting menstrual,10041745,Spotting,C0025874,Spotting,{'T046'}
Spotting vaginal,10048821,Spotting,C0025874,Spotting,{'T046'}
Spotting vaginal,10048821,vaginal,C0042232,vaginal,{'T023'}
Sprain,10041747,Sprain,C0038045,Sprain,{'T037'}
Sputum discolored,10041806,discolored,C0332572,discolored,{'T033'}
Sputum discolored,10041806,Sputum,C0038056,Sputum,{'T031'}
Sputum discoloured,10041807,discoloured,C0332572,discoloured,{'T033'}
Sputum discoloured,10041807,Sputum,C0038056,Sputum,{'T031'}
Sputum increased,10041812,Sputum,C0038056,Sputum,{'T031'}
Sputum increased,10041812,increased,C0151576,increased ck,{'T033'}
Squamous cell carcinoma,10041823,Squamous cell carcinoma,C0007137,Squamous cell carcinoma,{'T191'}
Squamous cell carcinoma of skin,10041834,Squamous cell carcinoma of skin,C0553723,Squamous cell carcinoma of skin,{'T191'}
Squint,10041884,Squint,C0038379,Squint,{'T047'}
Staggering,10041902,Staggering,C0344191,staggering,{'T047'}
Staring,10041953,Staring,C0423086,Staring,{'T047'}
Stiff neck,10042043,Stiff neck,C0151315,Stiff neck,{'T184'}
Stiffness,10042045,Stiffness,C0427008,Stiffness,{'T184'}
Stillbirth,10042062,Stillbirth,C0595939,Stillbirth,{'T033'}
Stinging,10042066,Stinging,C0677500,Stinging,{'T184'}
Stomach ache,10042076,Stomach ache,C0221512,Stomach ache,{'T184'}
Stomach cramps,10049901,Stomach,C0038351,Stomach,{'T023'}
Stomach cramps,10049901,cramps,C0026821,cramps,{'T184'}
Stomach discomfort,10042101,discomfort,C2364135,discomfort,{'T184'}
Stomach discomfort,10042101,Stomach,C0038351,Stomach,{'T023'}
Stomach pain,10042112,Stomach pain,C0000737,Stomach pain,{'T184'}
Stomach ulcer,10042116,Stomach ulcer,C0038358,Stomach ulcer,{'T047'}
Stomach upset,10042124,Stomach,C0038351,Stomach,{'T023'}
Stomach upset,10042124,upset,C3887804,upset,{'T041'}
Stools hard,10042155,Stools,C0015733,Stools,{'T031'}
Stools watery,10042157,Stools,C0015733,Stools,{'T031'}
Stools watery,10042157,watery,C0043047,water,{'T121'}
Stools watery,10042157,watery,C0043047,water,{'T197'}
Strength loss of,10042174,Strength loss,C3714552,strength loss,{'T184'}
Stress,10042209,Stress,C0038435,Stress,{'T033'}
Stress fracture,10042212,fracture,C0016658,fracture,{'T037'}
Stress fracture,10042212,Stress,C0038435,Stress,{'T033'}
Stretch marks,10042222,Stretch marks,C0344310,stretch marks,{'T046'}
Stroke,10042244,Stroke,C0038454,Stroke,{'T047'}
Stupor,10042264,Stupor,C0085628,Stupor,{'T048'}
Stuttering,10042267,Stuttering,C0038506,Stuttering,{'T048'}
Substance abuse,10066169,Substance abuse,C0740858,Substance abuse,{'T048'}
Sudden hearing loss,10061373,hearing loss,C0011053,hearing loss,{'T033'}
Suffocation feeling,10042444,Suffocation,C0004044,Suffocation,{'T046'}
