"nct_id","query","brief_title","description","brief_title_conc_list","brief_summ_conc_list","total_subjects_affected","total_subjects_at_risk"
"NCT03847350","treating people already having hypertension_page_rank.csv","Observational Study of Efficacy and Safety of Nebivolol in Korean Patients With Essential Hypertension","~     The purpose of this study is:~      To evaluate the effects of NEBILET®(Nebivolol), used as monotherapy or in combination with~     other antihypertensive agents, in the control of BP and in the metabolic profile of patients~     with essential hypertension (with or without co-morbidities) after 12 weeks and 24 weeks.~   ","C0085580;C0068475","C0003364;C0085580;C1436210;C0068475",0,0
"NCT03856164","haemorrhage cure_page_rank.csv","Tranexamic Acid for Prevention of Hemorrhage in Cesarean Delivery","~     The investigators prepared a novel study of tranexamic acid (TXA) designed to estimate the~     quantity of blood loss in women undergoing elective repeat cesarean deliveries. This is the~     first trial to utilize a prophylactic dose of TXA prior to incision followed by a subsequent~     prophylactic dose at placental delivery in obstetric patients undergoing scheduled cesareans.~     The purpose of this study is to quantify blood loss during uncomplicated repeat cesarean~     deliveries with and without TXA. The central hypothesis is that TXA administration reduces~     blood loss and fibrinolysis in women undergoing repeat cesarean sections.~   ","C0019080","C0016017;C3163616;C3163616;C3163616;C4082130;C0206101;C1330542;C3845829",0,0
"NCT03857802","serious sleep apnea_page_rank.csv","Efficiency of a Nursing Intervention in Sleep Hygiene","~     Background: The relationship between the appearance of insulin resistance phenomena and~     insufficient or poor-quality sleep is scientifically documented.~      Objectives: To determine the effectiveness of an intervention based on behavioural techniques~     on sleep in the nursing consultation in the Primary Care setting to improve the level of~     HbA1c in patients diagnosed with diabetes mellitus 2 (DM2) or prediabetes.~      Hypothesis: Patients diagnosed with DM2 or prediabetes with poor sleep quality would improve~     their HbA1c levels after an intervention on healthier sleep hygiene practices. Sleeping 6 or~     less hours in adults diagnosed with DM2 or prediabetes would be related to worse metabolic~     control results. Patients diagnosed with DM2 or prediabetes who would value their sleep as~     poor quality would have poorer metabolic control.~      Methodology: Design: Not masked randomized clinical trial. Target population: Patients~     diagnosed up to the time of DM2 (E11) or prediabetes (R73, R73.9) with age over 18 attending~     the chronic nurses' follow-up visits of the Basic Health Area of Balaguer in the time range~     from November 2017 to December 2018. Determinations: Dependent variables: Glycemia and HbA1c.~     Independent variables: Sex, age, value of the Pittsburgh Sleep Quality Index (PSQI), declared~     hours of sleep, sleep efficiency, body mass index (BMI), pharmacologic antidiabetic~     treatment, changes in it, changes in diet, physical exercise and sleep hygiene. Statistical~     analysis: Analysis of the comparability of the groups and calculation of the confidence~     interval of the difference in the glycaemic values and HbA1c at the end of the follow-up,~     with respect to the initiation within the intervention group and within the control, and~     control group with respect to the group intervention.~   ","C0037313;C0886296","C0021655;C0011849;C1305855;C0009818;C0037313;C0037313;C2946261;C0037313;C0037313;C1457868;C0037313;C0037313;C0918012;C0037313;C0037313;C0037313;C1704726;C0184511;C1301725;C1522577;C2946261;C0184511;C0376495;C0011546;C2985515",0,0
"NCT03872856","treating people already having hypertension_page_rank.csv","Blood Pressure-Improving Control Among Alaska Native People (BP-ICAN)","~     The investigators have designed a group randomized, multi-level, sustainable stroke and~     cardiovascular disease (CVD) prevention trial - Blood Pressure: Improving Control among~     Alaska Native People (BP-ICAN) - that targets blood pressure control among Alaska Native and~     American Indian people diagnosed with hypertension. Washington State University will assist~     with design, provides general scientific and clinical consulting, and will help guide~     implementation and conduct statistical analyses. The purpose of the study is to see if~     monitoring blood pressure at home improves the management of hypertension.~      Participants will include adults who have a diagnosis of hypertension and have not achieved~     blood pressure control. This study will include both a control arm (treatment as usual) and~     an intervention arm. Primary Care Center (PCC) provider teams and associated panels of Alaska~     Native or American Indian (ANAI) adults will be randomized into the control or intervention~     arm. The investigators will recruit up to 10 ANAI adults per PCC provider for a total of 500~     participants.~      Intervention participants will receive a home blood pressure monitor (HBPM), upload their~     home blood pressure values into a data mall, and be encouraged to communicate with providers~     and pharmacists about HBPM results using an online electronic health record application,~     telephone, or other existing clinical processes. HBPM measurements for each intervention arm~     participant will be provided to provider teams and integrated pharmacists. Control~     participants will receive care as usual.~      The investigators will collect data from study participants in both the intervention and~     control arms over a 12 month period. Participants will meet with investigators at time of~     consent (baseline), and 3, 6, and 12 months after baseline. At each visit, participants will~     have their blood pressure measured using 3 methods (aneroid sphygmomanometer, automated Omron~     upper arm cuff device, and automated Omron wrist cuff device), complete surveys, and have~     their height, weight, and arm circumference measured. Clinical and service utilization~     information will be electronically queried with participant consent.~      The investigators will examine whether participants in the intervention arm have better blood~     pressure control at the end of the 12 month period than participants in the control arm.~   ","C0005823","C3887460;C0005823;C0005823;C0005823;C0005823;C0005823;C0005823;C0005823;C0020538;C0020538;C0011900;C0446516;C0012634;C0025663;C0038951;C0038454;C2946261;C0043262;C0446516;C0446516;C0446516;C0446516;C0446516;C2362543;C0020538;C0332128;C3165543;C3165543;C0005767;C1522240;C0184511;C0376495",0,0
"NCT03876119","Outcomes of cerebrovascular accident_page_rank.csv","Intraarterial Alteplase Versus Placebo After Mechanical Thrombectomy","~     Multicenter, randomized, placebo-controlled, double blind, phase 2b trial of acute stroke~     patients treated with mechanical thrombectomy (MT), in which two therapies are compared:~     rt-PA or placebo. Allocation at each center will account for 1 stratum: use of alteplase (yes~     vs. no) before MT. Subjects will be followed up to 90 days post-randomization.~   ","C0032143;C0032042","C0032143;C0032042;C0032042;C0038454;C0180112",0,0
"NCT03917953","managing constipation in children_pageRank.csv","Transcutaneous Electrical Acupoint Stimulation for the Treatment of ADHD","~     RATIONALE: Transcutaneous electrical acupoint stimulation may improve attention deficit~     hyperactivity disorder (ADHD).~      PURPOSE: This randomized-controlled trial study of treating attention deficit hyperactivity~     disorder of school-aged children with transcutaneous electrical acupoint stimulation to see~     how well it works compared to sham transcutaneous electrical acupoint stimulation.~   ","C0376495","C0004268;C0004268;C1263846;C0184511;C0180112",0,0
"NCT03931616","Outcomes of cerebrovascular accident_page_rank.csv","Berlin PRehospital Or Usual Delivery of Acute Stroke Care 2.0 (B_PROUD 2.0)","~     Prehospital stroke care in specialized ambulances increases thrombolysis rates, reduces~     alarm-to-treatment times, and improves prehospital triage. Preliminary analyses suggest~     cost-effectiveness. However, scientific proof of improved functional outcome compared to~     usual care is still lacking. The objective of this trial is to show improved functional~     outcomes after deployment of a Stroke Emergency Mobile (STEMO) compared to regular care.~   ","C0038454","C0002422;C0184511;C0184511;C0038454;C0040861;C0038454;C0733564;C0184511;C0376495",0,0
"NCT03941925","managing constipation in children_pageRank.csv","Prebiotic Fructans Effect on 1-3 Years Constipated Children's Bowel Habits","~     The aim of the study is to confirm the effectiveness of chicory-derived prebiotic inulin-type~     fructans on bowel function in young children.~   ","","C0021936;C2948600",0,0
"NCT03943966","Nonvalvular atrial fibrillation_page_rank.csv","In-vivo Thrombus Imaging With 18F-GP1, a Novel Platelet PET Radiotracer","~     To date, the investigators have successfully employed a radiotracer (18F-sodium fluoride) as~     a marker of necrotic inflammation in human atherosclerosis. The investigators aim to further~     the mechanistic understanding of atherothrombosis by studying the activation of glycoprotein~     IIb/IIIa receptors in cardiovascular thrombus using the novel platelet radiotracer (18F-GP1).~     Binding of 18F-GP1 to activated platelets in venous and arterial thrombi has already been~     demonstrated in pre-clinical studies and a phase 1 trial in man. If successful, this study~     would define the role of the glycoprotein IIb/IIIa receptor within in vivo thrombosis across~     a range of cardiovascular diseases.~   ","C0087086","C0004153;C3887460;C3887460;C0021368;C0040053;C0557351;C0087086;C0337443;C2948600;C0016327;C0040018",0,0
"NCT03962842","low back pain therapy workout_pageRank.csv","Sagittal Alignment and Extensibility With Pilates in Adolescents","~     Several research show a high prevalence of spinal misalignments and a lack of stability of~     the spine in the adolescent population. In addition, back pain in adolescents is correlated~     with a longer time spent in sedentary activities, less time of physical activity, higher BMI,~     body fat percentage and / or the waist-hip index. Therefore, the main aim of this project~     were assess the effect of a 10-minute Pilates program carried out in the final part of the~     Physical Education sessions for 4.5 months and 9 months on back pain, quality of life,~     sagittal spine curvature, hamstring extensibility, BMI, body fat percentage and the waist-hip~     index.~      The present research will be elaborated by a quasi-experimental design, with experimental~     group (GE) and control group (CG); with pre-test, intermediate and post-test. The inclusion~     criteria will be: a) being in Compulsory Secondary Education; b) not present any~     musculoskeletal, neurological, cardiological, metabolic, rheumatic or previous history of~     spinal pathologies or with previous treatment; c) be active in the sessions of Physical~     Education.~      It was assessed back pain with Back Pain Survey in adolescents. Quality of life was assessed~     through the Kidscreen-27 questionnaire. To assess the sagittal spinal curvatura (in several~     positions) the Spinal Mouse System (Idiag, Fehraltdorf, Switzerland) was used.~      The extensibility of hamstring muscle was assessed with seat and reach test, toe touch test~     and active and passive straight leg raising test.~      The sedentary lifestyle as well as the level of physical activity will be evaluated through~     the Adolescent International Physical Activity Questionnaire (IPAQ).~      The body mass index will be obtained by recording weight and height (BMI = Weight (kg) /~     height (cm) 2).~      The waist-hip ratio is the quotient between waist and hip circumferences, which is an~     indirect marker of intra-abdominal obesity.~      The intervention program consisted on performance of exercises of the Pilates Method during~     the sessions of Physical Education, 32 weeks, two weekly sessions, 10 minutes.~   ","","C1532253;C0037932;C1305855;C0004604;C0004604;C0004604;C0004604;C0344335;C0344335;C2728259;C0150312;C0150312;C2728259;C0918012;C2946261;C2948600;C1140621;C0034394;C0034394;C1320102;C0038951;C1320102;C0025663;C1444783;C4255207;C4255207;C4255207;C0028754;C0376495",0,0
"NCT03976921","recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv","Impact of Stress CT Myocardial Perfusion on Downstream Resources and Prognosis","~     CT myocardial perfusion imaging (CTP) represents one of the newly developed CT-based~     techniques but its cost-effectiveness in the clinical pathway is undefined. The aim of the~     study is to evaluate the usefulness of combined evaluation of coronary anatomy and myocardial~     perfusion in intermediate to high-risk patients for suspected CAD or with known disease in~     terms of clinical decision-making, resource utilization and outcomes in a broad variety of~     geographic areas and patient subgroups.~   ","C0038435","C0220825;C0679006;C0012634;C2948600",0,0
"NCT03978338","safe treatment for Alzheimer disease_page_rank.csv","A Study to Evaluate the Efficacy and Safety of Brain Polypeptide Solution in Mild Alzheimer's Disease","~     In recent years, reduced levels of brain-derived neurotrophic factor (BDNF) have been found~     in dementia patients. BDNF reduces amyloid precursor protein (APP) fragments via the Trk~     signaling pathway, and the expression of transgenic BDNF in animal models of Alzheimer's~     Disease（AD）shows a protective effect on neurodegeneration. A lot of researches have proved~     that brain hydrolysate injection can improve the level of BDNF in the brain. And oral brain~     peptide dietary supplements, which is also derived from brain proteolytic products, may also~     adjust and improve neuron metabolism, promote the formation of synapses, induce the~     differentiation of neurons, and protect nerve cells from ischemia and neurotoxin damage,~     reduce the risk of loss of cognitive function in the aging process. However, there are still~     no studies on dietary supplements derived from brain protein hydrolysates in China.~     Therefore, the investigators designed a randomized controlled double-blind study program to~     preliminarily evaluate the efficacy, safety and possible mechanism of brain polypeptide~     solution in improving the cognition of mild alzheimer's disease patients.~      The research is a prospective, multicenter, cohort study. 200 patients with mild alzheimer's~     disease will be selected and randomly divided into experimental group and control group~     according to the numerical random table. The experimental group will take the brain~     polypeptide solution 60ml per day and the control group was treated with the same package of~     placebo 60ml per day. The treatment regimen remained unchanged during the observation period.~     During the study period, safety index including blood and urine routine, liver and kidney~     function, coagulation index and clinical effect index about neuropsychological scales will be~     recorded.~   ","C0002395;C0006104","C0002395;C3888347;C0025519;C0486805;C0009240;C0497327;C0022116;C0332149;C1522240;C2728259;C0012634;C0222045;C0006104;C0006104;C2946261;C0006104;C0006104;C0001811;C0006104;C0006104;C0918012;C0005767;C0042036;C0023884;C0918012;C0392335;C0184511;C0184511;C0032042;C0022646;C2946261;C3161035;C0006104;C0006104;C0242297;C0242297;C0033621;C0033621;C0180112;C0376495",0,0
"NCT03986320","Outcomes of cerebrovascular accident_page_rank.csv","Evaluation of the Effectiveness and Safety of Keeogo™ Dermoskeleton in Subjects With Mobility Impairments Due to Stroke","~     A multi-site, interventional, non-comparative, single-arm trial to evaluate the safety of the~     Keeogo™ Dermoskeleton in subjects with hemiparesis due to ischemic or hemorrhagic stroke.~   ","C0220825;C0038454","C0446516;C0723338;C0022116;C0019080",0,0
"NCT04000997","Outcomes of cerebrovascular accident_page_rank.csv","The Predictive Value of Peak Cough Flow for Endotracheal Extubation of Patients After Craniotomy","~     In severe cases after craniotomy, tracheal intubation is often required, and the removal of~     tracheal intubation presents certain risks and challenges. Premature removal of the tracheal~     intubation can lead to failure of extubation and increased proportion of re-intubation,~     resulting in increased risk of airway injury and hospital-acquired pneumonia, resulting in~     prolonged hospital stay and even adverse effects on neurological outcomes and mortality. .~     However, delayed extubation can also lead to an increased risk of hospital acquired~     pneumonia, affecting early recovery and neurological recovery. It can be seen that the~     accurate evaluation of the possibility of tracheal intubation and the appropriate timing can~     have a greater impact on the prognosis of patients after craniotomy. However, there are~     currently no relevant standards or guidelines to guide clinical work. Previous studies have~     shown that for general critically ill patients, Peak cough flow (PCF) can play a certain role~     in predicting tracheal intubation, but the results of each study are not consistent. The~     predictive value of PCF for tracheal intubation and extubation in patients after craniotomy~     is less relevant. This study intends to use Pneumotachograph to measure the active and~     passive PCF of patients with extubation, to explore the predictive value of PCF for tracheal~     intubation after craniotomy, and to provide guidance for the development of clinical~     extubation decisions.~   ","","C0879626;C0220825;C0162791;C0032285;C0032285;C2004454;C2004454;C0805586;C0040578;C0040578;C0150312;C0040578;C0040578;C0040578;C1320102;C0040578;C0040578",0,0
"NCT04029532","malnutrition in young children_page_rank.csv","Factors Associated With Obesity in Adult Women: Respiratory Exchange Ratio, Heart Rate Variation and Body Image","~     The prevalence of obesity all over the world has increased year by year, and how to~     effectively prevent and treat obesity has become an important health care issue. Many~     adjustable and nonadjustable causes of obesity have been proposed, such as unbalanced eating~     habits, lack of physical activity, psychological factors, and genes. The practice guidelines~     recommended lifestyle modification interventions which include diet control combined with~     regular exercise as the core treatment for obesity, but the effects on different ethnic~     groups are not ideal. In order to provide more choices for future weight loss intervention,~     it would be important to find out more risk factors for obesity. Previous studies have shown~     that lower sympathetic activity assessed by heart rate variability was related to obesity;~     obese men have higher respiratory exchange rates which might indicate they are more likely to~     use carbohydrates as a source of energy, and therefore, fat cannot be effectively consumed~     and led to an accumulation in the body. Furthermore, previous studies showed that Asians are~     less satisfied with their body image than other races, and women are more dissatisfied than~     men. Poor body image will lead to a series of effects, such as changes in eating habits,~     hormonal changes, depression, etc., eventually forming a vicious circle of obesity. However,~     most aforementioned Asians in these studies are immigrants living in overseas areas such as~     the Americas, and cannot fully represent the ethnic groups in Asia. Therefore, the purpose of~     this study are (1) to investigate the physiological and psychological factors influence~     obesity in adult women, including respiratory exchange rate, heart rate variability, and body~     image, and (2) to examine the correlations among these risk factors and different degree of~     obesity.~   ","C4049826;C0018810;C0005891;C0028754","C0449417;C3840684;C0035648;C0035648;C0018810;C0005891;C0005891;C0011570;C0018810;C4084799;C0028754;C0028754;C0028754;C0028754;C0028754;C0028754;C0028754;C0013470;C0680174;C1704922;C0162791;C4049826;C4049826;C0332128;C0013470;C0680174;C4255207;C0028754;C0150312;C0028754;C4084799;C0376495",0,0
"NCT04037397","Nonvalvular atrial fibrillation_page_rank.csv","First Line Radiofrequency Ablation Versus Antiarrhythmic Drugs for Persistent Atrial Fibrillation Treatment (RAAFT-3)","~     The purpose of this study is to determine if catheter-based atrial fibrillation (AF) ablation~     is superior to treatment with antiarrhythmic drugs as a first-line therapy for symptomatic~     persistent AF.~   ","C2585653;C0547070;C3687832;C0376495","C0004238;C3687832;C0547070;C0376495",0,0
"NCT04038944","Nonvalvular atrial fibrillation_page_rank.csv","Anticoagulant and Antiarrhythmic Management Based on Continuous Rhythm Monitoring","~     This pilot study aims to assess the feasibility and safety of using an ILR to identify the~     incidence of recurrent AF after an episode of newly diagnosed AF. The study further aims to~     assess the risk of AF recurrence in this low risk population based on left atrial and left~     atrial appendage anatomic and functional indices in addition to the standardized clinical~     CHA2DS2-Vasc score.~   ","C0871269;C0003280","C0034897;C4284918",0,0
"NCT04047134","Outcomes of cerebrovascular accident_page_rank.csv","Neuroimaging Biomarkers Toward a Personalized Upper Limb Action Observation Treatment in Chronic Stroke Patients","~     Much recent interest was raised by the use of Action Observation Treatment (AOT) in stroke~     patients rehabilitation. AOT, well-grounded in neurophysiology, is an updated approach, based~     on mirror neuron system (MNS) used to rebuild motor function despite injuries by engaging the~     brain regions active during action execution in individuals with limited mobility. This~     project aims at identifying, for the first time in Italy, neurophysiological~     electroencephalographic (EEG) biomarkers able to predict rehabilitation outcomes and~     providing an innovative optimized AOT rehabilitation protocol for chronic Stroke outpatients.~     EEG will be recorded to identify the most effective stimuli, quantify changes/recovery,~     profile patients.~      Moreover, an innovative AOT home-based program will be implemented. The translational~     research results will ensure advances in the optimization and personalization of the~     rehabilitative process thus contributing to improve the quality of life of chronic stroke~     patients.~      Stroke is a leading cause of death and one of the greatest causes of long-term disability~     that interferes with a good quality of life. Nowadays the rehabilitation interventions are~     the major component of patient's care to achieve functional outcome. In the last few years,~     in order to improve Activity of Daily Living (ADL), new noninvasive strategies have emerged~     as rehabilitative treatments rather than traditional physical therapies. The Action~     Observation Treatment (AOT), supported by results collected through randomized controlled~     trials, is one of these. This new rehabilitation approach is based on the properties of the~     Mirror Neuron System (MNS; 11-13). The extensive research of the last 20 years on the human~     MNS (hMNS) showed its importance not only in action recognition but also in motor intentions~     and other social cognitive functions. Lastly, because recruited also in damage brain (18,19),~     the MNS is demonstrated to provide satisfactory rehabilitative outcomes. The AOT takes~     advantage of the opportunity to restore functions despite the patient's impairment and it~     seems to be a valid example of translational medicine from basic neuroscience to~     rehabilitation. To date, neurophysiological outcomes were never used for translational~     purposes aimed to the optimization of the therapy and no evidence, in Italy, related to the~     effectiveness of the home-based program were proposed.~   ","C0038454;C0376495","C0392335;C0007465;C2728259;C1522240;C2728259;C0038454;C0038454;C0006104;C0006104;C0013819;C0013819;C0013819;C0184511;C0184511;C0376495;C0038454;C0038454;C1320102;C0009240;C0949766;C2004454;C3834249;C0204601;C0204601;C0204601;C0204601;C0204601;C0204601;C0376495;C0376495",0,0
"NCT04048291","Outcomes of cerebrovascular accident_page_rank.csv","Efficacy of Brisk Walking in Parkinson's Disease","~     Parkinson's disease (PD) is the second most common neuro-degenerative disease in older~     people. Falls are common among people PD with the incidence rate up to 70% and have strong~     associations with the severity of the disease, balance impairment, and freezing of gait.The~     abnormal gait characteristics include reduction in stride length, gait speed and arm swing,~     and increase in cadence. Gait training, balance training, aerobic training, Tai chi and dance~     training are common types of physical rehabilitation for PD. Brisk walking is a way of~     walking with a pace faster than normal, and it can improve dynamic balance for senior men and~     balance function for chronic stroke clients.~      Brisk walking also promotes cardiopulmonary fitness and walking endurance in elderly women,~     healthy middle-age and older adults, active elderly men and chronic stroke clients. Our~     previous pilot randomized controlled trial on the effects of a 6-week home-based brisk~     walking program indicates that it is feasible and safe for the early PD population with~     improved walking capacity measured by 6-minute walk distance. The positive effects could~     carry over to 6 weeks after treatment completion. Up-to-date, the short- and long-term~     effects of brisk walking in improving balance and gait performance, and functional capacity~     in people with PD have not yet been well investigated. In order to promote their balance and~     functional capacity in longer term, more sustained training and better exercise adherence may~     be necessary.~   ","C0012634","C1998319;C0553534;C0004083;C0518031;C0205161;C0184511;C1446409;C0012634;C0012634;C0012634;C0014653;C0014653;C0014653;C0014653;C2728259;C0014653;C0014653;C0038454;C0038454;C0085639;C0446516;C1998319;C0184511;C1320102;C2732140;C0282440;C0204601;C0376495",0,0
"NCT04049162","treating people already having hypertension_page_rank.csv","Blueberry Enhances Activity and Cognition Through Increased Vascular Efficiency","~     Recent evidence suggests that increased berry intake results in a variety of health benefits,~     across multiple health domains. This 3-month randomized, double-blind, placebo-controlled~     trial assess the effects of combining daily blueberry intake with weekly exercise (BB-EX) on~     cardiovascular function, as well as physical activity and cognitive function, in sedentary~     older adults (>60 years). We will compare these effects to the same outcomes with a control~     group consuming a blueberry placebo (P-EX) at 0, 4, 8 and 12 weeks.~   ","C0009240","C3887460;C0392335;C0032042;C0032042;C4255207",0,0
"NCT04055285","Nonvalvular atrial fibrillation_page_rank.csv","Effect of Renal Denervation on Atrial Fibrillation","~     The purpose of the ERDAF study (Effect of Renal Denervation on Atrial Fibrillation) is to~     evaluate the renal sympathetic denervation in patients with resistant arterial hypertension~     and symptomatic paroxysmal or persistent atrial fibrillation(AF) in order to show if there is~     a reduction in the AF-related symptoms, the AF recurrence rate, and the total burden~     (symptomatic and/or asymptomatic) of the arrhythmia. To the best of our knowledge, ERDAF is~     the first randomized study, which is going to evaluate the effect of RDN [without pulmonary~     vein isolation (PVI)] on AF recurrence profile and AF ''burden'' using continuous long-term~     rhythm monitoring via ILRs for a period of 18 months.~      Hypothesis~      Renal sympathetic denervation in patients with resistant hypertension and symptomatic~     paroxysmal or persistent atrial fibrillation reduces AF recurrences, total AF burden~     (asymptomatic / symptomatic) and limits the AF-related symptoms.~   ","C0004238;C0011307","C2585653;C0004238;C0020538;C0011307;C0011307;C0011307;C0034897;C0003811;C0034897;C0376554;C1457887;C0871269;C0020538;C2585653;C0034897;C1457887;C0332151",0,0
"NCT04081090","postoperative delirium_pageRank.csv","Clinical Translational Science Institute (CTSI) Brain HQ Modules vs. Active Controls for Elderly Survivors of ICU","~     The purpose of this project is to test whether an online cognitive rehabilitation program or~     online thinking exercises helps improve memory and thinking in elderly patients who survive a~     severe infection.~   ","C0006104;C1320102","C2728259;C0025260;C0184511;C3714514;C0204601",0,0
"NCT04082065","low back pain therapy workout_pageRank.csv","Cyriax Manipulation in Lumbar Derangement Syndrome","~     the objective of the study was to determine the effect of Cyriax manipulation for Pain, range~     of motion and quality of life in lumbar internal derangement radiculopathy in single physical~     therapy session. Randomized control trails were carried out in Railway general hospital from~     February 2018 to July 2018 in which 43 patients with Low back pain were randomly divided by~     lottery method into control and experimental group. Single session of treatment was given.~     tools used in the study are visual analog scale, Oswestry disability index and lumber range~     of motion. data was analysed through SPSS (statistical package for social sciences) 21.~   ","C0039082","C3536884;C0700594;C0024031;C0918012;C0030193;C0723338;C0025663;C0723338;C0376495",0,0
"NCT04088565","Outcomes of cerebrovascular accident_page_rank.csv","VNS-induced Corticospinal Plasticity","~     The goal of this study is to learn more about the connections between the brain, spinal cord,~     and muscles and how these connections can be strengthened after neurological injury.~   ","","C0006104;C0037925",0,0
"NCT04088578","Outcomes of cerebrovascular accident_page_rank.csv","VNS-supplemented Motor Retraining After Stroke","~     The goal of this study is to learn more about the connections between the brain, spinal cord,~     and muscles and how these connections can be strengthened after neurological injury.~   ","C0038454","C0006104;C0037925",0,0
"NCT04118998","Outcomes of cerebrovascular accident_page_rank.csv","Progressive Abduction Loading Therapy","~     This study attempts to minimize the development of a common movement impairment following~     stroke known as flexion synergy that makes it extremely difficult to reach outward with the~     arm. Participants with acute/subacute stroke will receive one of two study interventions in~     addition to their prescribed therapies in both inpatient rehabilitation and day-rehab.~     Participants will be followed for 1 year.~   ","C3839460","C0026649;C0038454;C0038454;C0446516;C1525443;C0204601",0,0
"NCT04137809","Outcomes of cerebrovascular accident_page_rank.csv","TREAT Foot Drop After Stroke With Ankle Robot","~     Researchers at the University of Maryland Rehabilitation and Orthopaedic Institute are~     looking for individuals who have suffered a stroke and have leg and ankle weakness~     (foot-drop), to participate in a pilot study to examine the safety and effectiveness of an~     ankle robot walking program on walking function~      This is the first in human test of walking training over-ground using a wearable,~     lightweight, battery operated ankle robot exoskeleton; with assistance by trained research~     personnel for safety. This exercise device is aimed at assisting the foot during walking to~     reduce foot drop and improve walking safety in chronic, mild to moderately impaired stroke~     survivors who have foot drop.~      Possible risks of participating in this study are described in this document. The greatest~     risks include the risk of falling, muscle soreness, skin irritation, or cardiovascular~     complications. Before starting, you will have a medical history and medical assessments~     performed to determine if this study is safe for you. All sessions will be assisted by~     trained research personnel under supervision of a physical therapist, with medical personnel~     locally on call.~   ","C0038454;C0003086;C0016504","C0262926;C0441723;C0332149;C2728259;C0038454;C0003086;C0003086;C0003086;C0016504;C0016504;C0016504;C0016504;C1140621;C3887460;C0009566;C3714552;C1301746;C0332128;C0184511;C0038454;C0949766;C2947996;C0204601",0,0
"NCT04140240","treating people already having hypertension_page_rank.csv","Menopause Symptom Management in Perimenopause and Postmenopausal Period","~     Aim:The aim of this study is to relieve menopause symptoms and improve quality of life by~     applying progressive muscle relaxation exercises to women in perimenopause and postmenopausal~     period.~      Method: This study was planned as a pre-test, post-test, semi-interventional and control~     group study in order to relieve menopausal symptoms and to evaluate the effect on improving~     quality of life by applying progressive muscle relaxation exercises to women in perimenopause~     and postmenopausal period.~      In the study, Individual Information Form, Menopause Symptom Rating Scale, Menopause Specific~     Quality of Life Scale were used to collect data.~      The intervention group consisted of female students enrolled in GeroAtlas60 + Refresher~     University, which is a project of the Department of Gerontology, Faculty of Health Sciences,~     Akdeniz University. The Control group consisted of female students enrolled in the~     Mediterranean Family Health and Education Association. All female students who accepted to~     participate in the study and who met the inclusion criteria were included in the study. At~     the beginning of the study, pre-tests were applied to all participants. After 11 weeks of~     progressive muscle relaxation exercises, final tests were applied to the intervention group.~     The control group also underwent post-tests 11 weeks after any intervention. Progressive~     muscle relaxation exercises were then performed. After the researcher's explanation, the~     participants filled in the data collection forms themselves.~      The post test data was collected in Jun 2019. The data will be entered in the SPSS file and~     the analysis of the data will be performed in the next stage.~   ","C1536570;C0993589;C0206158","C0993589;C1457887;C1457887;C2948600;C2948600;C0993589;C0004083;C0184511;C1457887;C0025663;C3839460;C3839460;C3839460;C0222045;C0222045;C2947996;C2947996;C0206158;C0206158;C0206158",0,0
"NCT04189497","Outcomes of cerebrovascular accident_page_rank.csv","Development of a Prognostic Tool for the Stratification of Cardiovascular Risk in Patients With Ischemic Stroke","~     The availability of several high-cost strategies for the prevention of cardiovascular~     morbidity and mortality in patients with established cardiovascular disease highlights the~     necessity of reliable risk stratification of these patients. Several such prognostic models~     are available for patients with coronary artery disease; however, for patients with ischemic~     stroke, the available risk stratification schemes are very few and have several limitations.~      This study aims to develop a prognostication tool to stratify the risk of cardiovascular~     outcomes in patients with ischemic stroke.~      The development of a well-designed prognostication tool for the stratification of~     cardiovascular risk in patients with ischemic stroke may assist to the identification of the~     highest-risk patients and hence, provide useful information to clinicians and authoritative~     bodies when prioritizing high-cost strategies for secondary stroke prevention.~   ","C0948008;C3887460;C0220901","C1956346;C0948008;C3887460;C3887460;C0020792;C0220901;C0012634;C0038454;C0038454;C3887460;C3887460;C0948008;C2598196",0,0
"NCT04200469","recommended antiplatelet doses for treating Coronary artery disease_page_rank_103.csv","Validation Of Quantitative Flow Ratio (QFR) - Derived Virtual Angioplasty","~     Prospective intervention study to assess the accuracy of the predicted QFR-derived virtual~     angioplasty compared to hyperaemic and non-hyperaemic pressure-wire derived indexes after~     PCI, as well as with QFR post-PCI.~   ","C0162577","C0162577;C0600653",0,0
"NCT04206449","serious sleep apnea_page_rank.csv","Sleep Thermography for Diagnosis of Obstructive Sleep Apnea (TERMOAPNEA)","~     To assess the diagnostic validity and cost-effectiveness of an infrared thermography system~     in adults with clinical suspicion of Obstructive Sleep Apnea (OSA).~   ","C0039810;C0037315;C0011900;C0037313","C0039810;C0037315;C0242114",0,0
"NCT04216667","Nonvalvular atrial fibrillation_page_rank.csv","Systematic Evaluation of Ablation Techniques for Non-Paroxysmal Atrial Fibrillation.","~     The purpose of this study is to evaluate the safety and effectiveness of empirical posterior~     wall isolation (PWI), left atrial appendage electrical isolation (LAAEI) and coronary sinus~     isolation (CSI) when compared to pulmonary vein isolation (PVI) alone:~        -  PVI alone,~        -  PVI + PWI,~        -  PVI + PWI + LAAEI,~        -  PVI + PWI + LAAEI + CSI.~   ","C0235480;C0220825;C0547070","C4284918;C0034090",0,0
